,bias,factuality,owner,source,owner_type,transgender,trans,gender,lgbtq,sex,marriage,school,sunak,right,alberta,greece,say,time,ghey,brianna,policy,member,college,board,mother,senate,utah,student,youth,rally,initiative,new,state,surgery,jibe,girl,people,game,legal,japan,orthodox,country,proposed,survey,rishi,affirming,plan,leader,activist,vote,community,change,diversity,recognition,support,questioned,kentucky,shooter,remark,inclusion,equity,group
157,Left,Mixed Factuality,,https://truthout.org/articles/florida-activists-protest-anti-transgender-policy-organize-die-ins-outside-dmvs/?utm_source=ground.news&utm_medium=referral,,0.13595442141264188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2247648930713073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,Left,Mixed Factuality,,https://www.advocate.com/news/dmv-florida-die-in-transgender?utm_source=ground.news&utm_medium=referral,,0.16262107173454252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2801642737889566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3044102080780141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,Right,Mixed Factuality,Murdoch Family,https://www.foxnews.com/politics/florida-transgender-activists-stage-die-in-over-rule-prohibiting-changes-gender-drivers-licenses?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.14975530196659098,0.0,0.18757405673453165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28032678758168955,0.0,0.0,0.2859045309976904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,Lean Left,High Factuality,Independent Media,https://apnews.com/article/transgender-lgbtq-rights-health-care-sports-83ea92e1a44c5796eb8b2a6c27661c23?utm_source=ground.news&utm_medium=referral,Independent,0.1762396696664071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2687259509815676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31827365862558016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3299028467991322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,Lean Left,High Factuality,The Walt Disney Company,https://abcnews.go.com/Politics/wireStory/faced-wave-hostile-bills-transgender-rights-leaders-playing-107095458?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.1762396696664071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2687259509815676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31827365862558016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3299028467991322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,Center,High Factuality,News-Press & Gazette Company,https://kvia.com/news/ap-national/2024/02/09/faced-with-wave-of-hostile-bills-transgender-rights-leaders-are-playing-a-defense-game/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.1762396696664071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2687259509815676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31827365862558016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3299028467991322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,Lean Right,Mixed Factuality,Deseret Management Corporation,https://mynorthwest.com/3950110/faced-with-wave-of-hostile-bills-transgender-rights-leaders-are-playing-a-defense-game/?utm_source=ground.news&utm_medium=referral,Corporation,0.1762396696664071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2687259509815676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31827365862558016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3299028467991322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,Center,High Factuality,Howard Buffett,https://www.local10.com/news/politics/2024/02/09/faced-with-wave-of-hostile-bills-transgender-rights-leaders-are-playing-a-defense-game/?utm_source=ground.news&utm_medium=referral,Individual,0.1762396696664071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2687259509815676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31827365862558016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3299028467991322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,Center,High Factuality,Patrick Soon-Shiong,https://www.sandiegouniontribune.com/news/nation-world/story/2024-02-09/faced-with-wave-of-hostile-bills-transgender-rights-leaders-are-playing-a-defense-game?utm_source=ground.news&utm_medium=referral,Individual,0.1762396696664071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2687259509815676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31827365862558016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3299028467991322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,Lean Left,Mixed Factuality,Evgeny Lebedev,https://www.independent.co.uk/news/uk/politics/rishi-sunak-trans-joke-brianna-ghey-b2493493.html?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.22098586678427246,0.0,0.0,0.0,0.0,0.0,0.3034641392672816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3631242361592352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3695028075841173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,Center,High Factuality,Roberts Family,https://news.sky.com/story/rishi-sunak-refuses-again-to-apologise-for-transgender-jibe-in-front-of-brianna-gheys-mother-in-the-commons-13067337?utm_source=ground.news&utm_medium=referral,Individual,0.16815170504435667,0.0,0.0,0.0,0.0,0.0,0.0,0.2537759386943611,0.0,0.0,0.0,0.0,0.0,0.28168664072298344,0.28168664072298344,0.0,0.0,0.0,0.0,0.28969247236931295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3036674913763634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3090016569050711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,Lean Left,High Factuality,Gannett,https://www.thenational.scot/news/24108225.bbc-scottish-tory-chair-grilled-rishi-sunaks-trans-jibe/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.17213238408613893,0.0,0.0,0.0,0.0,0.0,0.23637713369117097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2828481359424014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2878165926242963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,Lean Left,Mixed Factuality,Evgeny Lebedev,https://www.independent.co.uk/news/kris-kobach-ap-kansas-city-laura-kelly-kan-b2493317.html?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.18849092228917735,0.0,0.0,0.0,0.0,0.24458719651752622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,Lean Left,High Factuality,Independent Media,https://apnews.com/article/forced-outing-transgender-students-public-schools-kansas-298ea48402fc70ed4363ff271b7235ba?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.18849092228917735,0.0,0.0,0.0,0.0,0.24458719651752622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,Lean Left,High Factuality,The Walt Disney Company,https://abcnews.go.com/Health/wireStory/kansas-ag-telling-schools-trans-kids-parents-specific-107090234?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.21932434029218198,0.0,0.0,0.0,0.0,0.28459686476477497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,Center,High Factuality,News-Press & Gazette Company,https://krdo.com/news/2024/02/08/kansas-ag-is-telling-schools-they-must-out-trans-kids-to-parents-even-with-no-specific-law/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.18849092228917735,0.0,0.0,0.0,0.0,0.24458719651752622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,Center,High Factuality,News-Press & Gazette Company,https://localnews8.com/news/ap-national/2024/02/08/kansas-ag-is-telling-schools-they-must-out-trans-kids-to-parents-even-with-no-specific-law/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.18849092228917735,0.0,0.0,0.0,0.0,0.24458719651752622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,Center,High Factuality,News-Press & Gazette Company,https://kvia.com/news/ap-national/2024/02/08/kansas-ag-is-telling-schools-they-must-out-trans-kids-to-parents-even-with-no-specific-law/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.18849092228917735,0.0,0.0,0.0,0.0,0.24458719651752622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,Center,High Factuality,Bell Media,https://bc.ctvnews.ca/2-vancouver-groups-say-they-were-rejected-by-lunar-new-year-parade-1.6762178?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2755284589372731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3013481555626402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3274273821502683
176,Lean Left,High Factuality,Government of Canada,https://www.cbc.ca/news/canada/british-columbia/vancouver-lunar-new-year-parade-reverses-decision-to-bar-progressive-2slgbtq-groups-1.7111362?utm_source=ground.news&utm_medium=referral,Government,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2443902442790675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26554022790667503
177,Lean Right,High Factuality,Leon Cooperman,https://nationalpost.com/pmn/news-pmn/canada-news-pmn/progressive-lgbtq-groups-excluded-from-vancouver-chinatowns-lunar-new-year-parade?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.0,0.0,0.20791161385561083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2661227409138288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28915349498449616
178,Lean Left,High Factuality,Glacier Media,https://www.coastreporter.net/national-news/vancouver-lunar-new-year-parade-reverses-decision-to-bar-progressive-lgbtq-groups-8280924?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.19969696407371518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2556081521659225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27772895428443534
179,Lean Left,High Factuality,Glacier Media,https://www.sasktoday.ca/indigenous-news/vancouver-lunar-new-year-parade-reverses-decision-to-bar-progressive-lgbtq-groups-8280931?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.19969696407371518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2556081521659225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27772895428443534
180,Lean Left,High Factuality,,https://www.thereminder.ca/the-mix/progressive-lgbtq-groups-excluded-from-vancouver-chinatowns-lunar-new-year-parade-8280888?utm_source=ground.news&utm_medium=referral,,0.0,0.0,0.0,0.20791161385561083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2661227409138288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28915349498449616
181,Lean Left,High Factuality,Independent Media,https://apnews.com/article/transgender-athlete-utah-school-board-member-governor-0aefa9baeb3cb5787687c8db02bf6241?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.21429267732494536,0.0,0.0,0.0,0.24398680268849693,0.0,0.0,0.0,0.0,0.26949494737897806,0.0,0.0,0.0,0.0,0.28660366657343095,0.0,0.2905632646112235,0.0,0.0,0.29474924528429397,0.29918907274252965,0.0,0.0,0.0,0.0,0.29474924528429397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3266296441705568,0.0,0.0,0.0,0.0,0.0,0.0
182,Lean Left,High Factuality,The Walt Disney Company,https://abcnews.go.com/Politics/wireStory/utah-governor-school-board-member-questioned-students-gender-107083737?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.21429267732494536,0.0,0.0,0.0,0.24398680268849693,0.0,0.0,0.0,0.0,0.26949494737897806,0.0,0.0,0.0,0.0,0.28660366657343095,0.0,0.2905632646112235,0.0,0.0,0.29474924528429397,0.29918907274252965,0.0,0.0,0.0,0.0,0.29474924528429397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3266296441705568,0.0,0.0,0.0,0.0,0.0,0.0
183,Center,High Factuality,News-Press & Gazette Company,https://krdo.com/news/2024/02/08/utah-school-district-takes-steps-to-protect-teen-after-school-board-member-appears-to-question-girls-gender-on-social-media/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.15525185671818564,0.0,0.0,0.0,0.3535296175770286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2076400926677176,0.0,0.21050876253968348,0.0,0.0,0.21354144326304375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22018228273725798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Center,High Factuality,News-Press & Gazette Company,https://localnews8.com/news/ap-national/2024/02/08/utah-governor-says-school-board-member-who-questioned-a-students-gender-embarrassed-the-state/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.21429267732494536,0.0,0.0,0.0,0.24398680268849693,0.0,0.0,0.0,0.0,0.26949494737897806,0.0,0.0,0.0,0.0,0.28660366657343095,0.0,0.2905632646112235,0.0,0.0,0.29474924528429397,0.29918907274252965,0.0,0.0,0.0,0.0,0.29474924528429397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3266296441705568,0.0,0.0,0.0,0.0,0.0,0.0
185,Center,High Factuality,Nexstar Media Group,https://thehill.com/homenews/lgbtq/4458828-utah-state-school-board-member-backlash-student-gender/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.20767358056483595,0.0,0.0,0.0,0.23645051038329604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777510196956515,0.0,0.28158831321576083,0.0,0.0,0.28564499683838196,0.2899476863975951,0.0,0.0,0.0,0.0,0.28564499683838196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,Center,High Factuality,News-Press & Gazette Company,https://kvia.com/news/ap-national/2024/02/08/utah-governor-says-school-board-member-who-questioned-a-students-gender-embarrassed-the-state/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.21429267732494536,0.0,0.0,0.0,0.24398680268849693,0.0,0.0,0.0,0.0,0.26949494737897806,0.0,0.0,0.0,0.0,0.28660366657343095,0.0,0.2905632646112235,0.0,0.0,0.29474924528429397,0.29918907274252965,0.0,0.0,0.0,0.0,0.29474924528429397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3266296441705568,0.0,0.0,0.0,0.0,0.0,0.0
187,,,Murdoch Family,https://www.goldcoastbulletin.com.au/news/national/transgender-student-at-elite-school-put-into-girls-dormitory/video/0e78f2fb3e1669f940f6290bf7db5f7f?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.21615400875030424,0.0,0.0,0.0,0.0,0.0,0.3082569402358941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3780003963303492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3839718846523702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,Center,High Factuality,Nexstar Media Group,https://thehill.com/homenews/lgbtq/4456673-steube-tuberville-file-bill-to-ban-transgender-women-from-us-olympic-teams/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.14964608232276022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,Right,Low Factuality,,https://www.newsbusters.org/blogs/culture/tierin-rose-mandelburg/2024/02/08/transgender-girl-sues-ex-throwing-away-his?utm_source=ground.news&utm_medium=referral,,0.1541278524347651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27378979607620096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,Lean Right,Mixed Factuality,The Washington Times LLC,https://www.washingtontimes.com/news/2024/feb/6/bethany-hamilton-surfing-champion-defies-woke-tide/?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,Lean Right,Mixed Factuality,Philip Anschutz,https://www.washingtonexaminer.com/news/2838750/transgender-activists-drop-in-riley-gaines-bethany-hamiltons-library-story-hour/?utm_source=ground.news&utm_medium=referral,Individual,0.14040594495367592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2628257363136048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,Far Right,Low Factuality,Jim Hoft,https://www.thegatewaypundit.com/2024/02/demons-trans-activists-mock-one-armed-pro-surfer/?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.12446934596679357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,Right,Low Factuality,Salem Media Group,https://redstate.com/jenniferoo/2024/02/03/riley-gaines-teams-with-soul-surfer-brittany-hamilton-to-read-her-brave-book-and-upset-trans-activist-n2169579?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,Right,Mixed Factuality,,https://www.outkick.com/culture/protestor-shark-to-mock-bethany-hamilton?utm_source=ground.news&utm_medium=referral,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,Right,Mixed Factuality,Murdoch Family,https://www.foxnews.com/media/riley-gaines-slams-insufferable-trans-activists-mocking-bethany-hamilton-library-event-so-tolerant?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.12757404963992044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2172893523657664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
